current,counts,counts_bkgd,run,cycle_num,irradiation_time,storage_time,count_time,bkgd_time,is_last_20s
21.604409098625183,0,166486,2582,1,20.0,10.0,0.0,120.0,False
21.80355992036707,375907,0,2582,2,20.0,10.0,120.0,0.0,False
21.792849035824048,389394,0,2582,3,20.0,10.0,120.0,0.0,False
21.787493761848,0,160482,2582,4,20.0,10.0,0.0,120.0,False
21.567926294663373,26657,0,2582,0,20.0,110.0,20.0,0.0,True
21.604409098625183,0,21398,2582,1,20.0,110.0,0.0,20.0,True
21.80355992036707,23701,0,2582,2,20.0,110.0,20.0,0.0,True
21.792849035824048,24258,0,2582,3,20.0,110.0,20.0,0.0,True
21.787493761848,0,22866,2582,4,20.0,110.0,0.0,20.0,True
21.803559752071607,574254,0,2584,0,40.0,10.0,120.0,0.0,False
21.78749387404498,0,251910,2584,1,40.0,10.0,0.0,120.0,False
21.758039418388815,578379,0,2584,2,40.0,10.0,120.0,0.0,False
21.80876225062779,592099,0,2584,3,40.0,10.0,120.0,0.0,False
21.803559752071607,35344,0,2584,0,40.0,110.0,20.0,0.0,True
21.78749387404498,0,35110,2584,1,40.0,110.0,0.0,20.0,True
21.758039418388815,36343,0,2584,2,40.0,110.0,20.0,0.0,True
21.80876225062779,37476,0,2584,3,40.0,110.0,20.0,0.0,True
10.877431170884954,499209,0,2585,0,100.0,10.0,120.0,0.0,False
10.886606786442899,0,282201,2585,1,100.0,10.0,0.0,120.0,False
10.890792539750022,491593,0,2585,2,100.0,10.0,120.0,0.0,False
10.899163980593627,483159,0,2585,3,100.0,10.0,120.0,0.0,False
10.877431170884954,40532,0,2585,0,100.0,110.0,20.0,0.0,True
10.886606786442899,0,38533,2585,1,100.0,110.0,0.0,20.0,True
10.890792539750022,41063,0,2585,2,100.0,110.0,20.0,0.0,True
10.899163980593627,39113,0,2585,3,100.0,110.0,20.0,0.0,True
10.867640256881714,189009,0,2587,0,10.0,10.0,120.0,0.0,False
10.901780128479004,0,110855,2587,1,10.0,10.0,0.0,120.0,False
10.901780128479004,175344,0,2587,2,10.0,10.0,120.0,0.0,False
10.896090149879456,174014,0,2587,3,10.0,10.0,120.0,0.0,False
10.867640256881714,19316,0,2587,0,10.0,110.0,20.0,0.0,True
10.901780128479004,0,17054,2587,1,10.0,110.0,0.0,20.0,True
10.901780128479004,17968,0,2587,2,10.0,110.0,20.0,0.0,True
10.896090149879456,17425,0,2587,3,10.0,110.0,20.0,0.0,True
10.890400079580454,414553,0,2588,0,60.0,10.0,120.0,0.0,False
10.885147461524376,403950,0,2588,2,60.0,10.0,120.0,0.0,False
10.890399749462421,411047,0,2588,3,60.0,10.0,120.0,0.0,False
10.88777364217318,0,231360,2588,4,60.0,10.0,0.0,120.0,False
10.886022806167603,420023,0,2588,5,60.0,10.0,120.0,0.0,False
10.890400079580454,32374,0,2588,0,60.0,110.0,20.0,0.0,True
10.885147461524376,31426,0,2588,2,60.0,110.0,20.0,0.0,True
10.890399749462421,32575,0,2588,3,60.0,110.0,20.0,0.0,True
10.88777364217318,0,33387,2588,4,60.0,110.0,0.0,20.0,True
10.886022806167603,33248,0,2588,5,60.0,110.0,20.0,0.0,True
10.881697486428653,0,120384,2590,1,20.0,10.0,0.0,120.0,False
10.889135307735867,226371,0,2590,2,20.0,10.0,120.0,0.0,False
10.89776330835679,221602,0,2590,3,20.0,10.0,120.0,0.0,False
10.881697486428653,0,18013,2590,1,20.0,110.0,0.0,20.0,True
10.889135307735867,17945,0,2590,2,20.0,110.0,20.0,0.0,True
10.89776330835679,17199,0,2590,3,20.0,110.0,20.0,0.0,True
10.885522624424526,311169,0,2592,0,40.0,10.0,120.0,0.0,False
10.902430125645228,0,153590,2592,1,40.0,10.0,0.0,120.0,False
10.923238699776785,306157,0,2592,2,40.0,10.0,120.0,0.0,False
10.999972098214286,311111,0,2592,3,40.0,10.0,120.0,0.0,False
10.992168753487723,0,133434,2592,4,40.0,10.0,0.0,120.0,False
10.885522624424526,21496,0,2592,0,40.0,110.0,20.0,0.0,True
10.902430125645228,0,21583,2592,1,40.0,110.0,0.0,20.0,True
10.923238699776785,21413,0,2592,2,40.0,110.0,20.0,0.0,True
10.999972098214286,21605,0,2592,3,40.0,110.0,20.0,0.0,True
10.992168753487723,0,19896,2592,4,40.0,110.0,0.0,20.0,True
