tau,amp,dtau,damp,current (uA)
23.770053245204323,24434.441073959944,0.6973211808945278,226.59075909524853,37.0
25.383252843135615,130641.93829632808,0.15770996152770397,292.5275696264419,37.0
25.273550092190142,273224.21555384924,0.1891687727908675,644.7856014665873,37.0
26.48841891396435,538360.5224944615,0.10883885080217622,731.4012469219336,37.0
26.559677916586654,909642.3725855056,0.1217200829210422,1466.6629433224339,37.0
